date_posted,headline,post_body,low_temp,avg_temp,high_temp,inches_precip,miles_visible,max_wind,sea_pressure
2015-09-02,PREMIUM  FISHING  DAY. ,"Good evening everyone, today was an excellent day to be on board the Independence, as we had outstanding fishing for 30 to 50 lb bluefin tuna. We had lots of chances at these beauties, and most ended in our favor. Grease calm weather made today even better. We are going to try it again tomorrow, check out the pics on F B, sea ya later, Jeff and the Indy crew",69.0,71.32,75.0,0.0,10.0,10.0,29.96
2015-08-27,ETA 8/28/2015,"THE INDY WILL ARRIVE AT 6 am ON FRIDAY. Anglers departing tomorrow, be there early to get parking from returning passengers. Thanks Judy",73.0,78.56,88.0,0.0,10.0,9.0,29.97
2015-08-24,ETA Tuesday  8/25/2015,"The Indy will arrive at Point Loma Sportfishing at 6 am. Skipper indicated he wants a quick turn-a-round. So everyone departing tomorrow get here early. Its all up to you, The Anglers. ",70.0,72.96,79.0,0.0,10.0,9.0,29.95
2015-08-22,Avet Reels Returns,We had another successful 7 day adventure again this year with plenty of action on inshore and offshore species. Many thanks to everyone who made the trip this year and to Harry for all the great reels the lucky ones won on the trip. Jack pot Winners are:first place Greg Pomish 48.6 LB White Sea Bass; second place Jason Mavar 42.8 LB White Sea Bass; third place Min Myint 42.0 LB White Sea Bass. Honorable mention Ben Mihm 51.0 LB White Sea Bass; Jean Yeh 41.6 Lb White Sea Bass.,70.0,72.07,76.0,0.0,10.0,10.0,29.93
2015-08-21,all Finished up,"Another day out in the tuna grounds with quite the effort by everyone brought us a moderate bounty of 71 tuna . Beautiful weather to try for them in out here as well. We will be back to San Diego at 5:30 am, sea ya then",70.0,72.61,78.0,0.0,10.0,10.0,29.89
2015-08-20,All show no go . ,"We saw good sign of yellowfin tuna today, getting them to bite is a whole other story. Great weather to try for them though. 50 fish for the efforts is all we could muster, but we will be back at it tomorrow. Wish us luck.",70.0,71.93,75.0,0.0,10.0,10.0,29.9
2015-08-18,A little of everything today. ,"Not quite the caliber fishing we had yesterday, but we managed to get some quality fish today. We are going to gain some altitude and get into position for tuna. Check in in a day or so , sea ya then, Jeff and the Indy crew",71.0,74.21,79.0,0.0,10.0,10.0,29.94
2015-08-17,08.17.2015 LIFE IS GOOD. ,"Today was really good fishing for us here on the independence. Beautiful grade 18 to 30 lb yellowtail were readily available all day long for us here. We also caught a hand full of yellowfin tuna, and some tanker c bass. Hot balmy weather was on tap, yank and crank under sunny skies. We are going to try for some more c bass tonight and mackerel catching later on, so wish us luck please, Jeff and the Indy crew",71.0,74.39,78.0,0.0,10.0,17.0,29.94
2015-08-17,Starter kit. ,"We got things rolling this afternoon with yellowfin tuna and yellowtail sundowner bite going off. We hope to keep the ball rolling, sea ya later",71.0,74.39,78.0,0.0,10.0,17.0,29.94
2015-08-16,Rusty Hook finaly.Avets beginning,"Independence returned with a nice catch aboard for everyone who made the trip this year. A huge thanks to everyone who made it happen, and to Alex for all the swag aboard. We look forward to next years adventure with everyone. Jackpot winners for Rusty Hook trip were as follows: first place Chingmuh Lee with a 53.4 Yellowfin, second place goes to David Ackel with a 52.2 Yellowfin, rounding off third place William Stallman�Congrads Guys. Chingmuh Lee said he Missed his Roomy this Year, Bud Edwards���. Currently we are headed south on our Avet Reels 7 day trip with lot s of eager fishermen and some sardines to use up. There were many happy people who won Avet reels yesterday and are ready to break them in to use. Wish us luck. Here is the last picture from the rusty hook trip, the smiles on Mike and Karens face say it all. Thanks for checking in, Jeff and the Indy crew",71.0,76.48,85.0,0.0,10.0,12.0,29.87
2015-08-14,Tough Sledding Today,"Covered the whole ocean today for next to nothing. Had a chance at a big Bluefin , but it didn't work out. Be back to San Diego at 5:30 am",71.0,77.08,85.0,0.0,10.0,10.0,29.91
2015-08-14,ETA Friday  8/15/2015,"ETA 5:30 am. Passengers departing tomorrow, bring your passports. get to the landing early to get parking from Anglers returning from this weeks trip. ",71.0,77.08,85.0,0.0,10.0,10.0,29.91
2015-08-13,THIS IS GOOD LIVING. ,"After a long and uneventful ride up to the tuna grounds we were rewarded with a 10 hour drift catching these beautiful grade Yellowfin and Bluefin Tuna. We had many a chance at these 30 to 50 lb fish today. 110 mixed fish for the effort. Great weather was the bonus. We are going to give it another try tomorrow in hopes of more of these beauties. Check out the pics on F B , sea ya then, Jeff and the Indy crew",70.0,75.75,83.0,0.0,10.0,13.0,29.93
2015-08-10,Scratching Away,"Yesterday we had some offshore action on Yellowfin Tuna and Yellowtail and topped the day off with more Yellows before calling it quits, around a hundred fish total. Today we scratched at Yellowtail for most of the day , afternoon being best and a couple of hand full of tuna. We have had some windy conditions lately, and looks to stay that way for a while. Everyone is doing quite well,, enjoying the fishing and Ed's great meals. Stay tuned , Jeff and the Indy crew",68.0,70.58,75.0,0.0,10.0,10.0,29.97
2015-08-08,Here We Go Again,"Yesterday we returned from our annual Tahoe tuna club 7 day adventure. first place jack pot winner was Tom Pierson with a 30 lb Yellowtail, second place Jeff Keyser with a 27 lb Yellowtail and third place Michael Amundson with a 26 lb Yellowtail. A huge thanks to Alan Pierson and the rest of gang who made the trip this year, sea you all next year. After a stop at E B bait co. We left the harbor on the Rusty Hook 7 day trip with lots of eager fishermen and high hopes. We will report back when we have something figured out down here, until then , tight lines, Jeff and the Indy crew",68.0,70.54,75.0,0.0,10.0,12.0,29.95
2015-08-07,Offshore Report,"Offshore again today our last day of fishing. We covered lots of good looking water but it's the same old outcome, no fish down here rite now. We will be back tomorrow at 7:00 am",69.0,71.17,76.0,0.0,10.0,13.0,29.93
2015-08-07,ETA,Just heard from the boat and they will be docking at Point Loma Sportfishing 7:00 AM. For those of you going on Saturdays trip don't forget your PASSPORTS. Judy will start signing in at 7:00 AM.,69.0,71.17,76.0,0.0,10.0,13.0,29.93
2015-08-06,HERE IS WHAT WE KNOW.,"We've been having good fishing the past few days on Yellowtail and Yellowfin tuna down here in the grounds. Yellows up to 30 lbs and tuna up to 25 lbs for all on board. Decent weather has been on our side for the most part, and looks to continue for the remainder of the trip. Sorry no pics, but everyone is doing just fine. Thanks for checking in on us, Jeff and the Indy crew",69.0,72.0,79.0,0.0,10.0,10.0,29.89
2015-08-04,Wahoo,"We spent the day trying for Wahoo today and had some moderate success on them. Most of the gang on board here had not caught them, so today was special for them. The weather was a bit choppy, so conditions were not stellar. We are going to try something else for tomorrow, everyone is having a great time. Sea ya later, Jeff and the Indy crew",70.0,74.23,81.0,0.0,10.0,15.0,29.92
2015-08-03,Great Morning For Yellas,"We had a great morning catching quality Yellows on everything, Salas, Yo Yo, Sardines, 7x etc.
Everyone had a great time pulling and yanking till about noon, and then it sorta died. Good grade 18 to 30 lb fish . We'll see what happens tomorrow changing locations, sea ya then , Jeff and the Indy crew",69.0,72.23,78.0,0.0,10.0,12.0,29.9
2015-08-02,STARTER  KIT. ,"We spent the day offshore in search of Tuna , Yellowtail, and Dorado. We found lots of vacant kelps, and a few that saved the day. We ended up with a little over a hundred Yellowtail and a hand full of Dorado. It wasn't the perfect weather to look in, but good enough to find a few. We are going to look around an island tomorrow and see if anything is going on down there, wish us luck, Jeff and the Indy crew",69.0,71.61,77.0,0.0,10.0,13.0,29.92
2015-08-02,Tuna Searching,"We spent the day offshore in search of tuna , yellowtail, and dorado. We found lots of vacant kelps, and a few that saved the day. We ended up with a little over a hundred yellowtail and a hand full of dorado. It wasn't the perfect weather to look in, but good enough to find a few. We are going to look around an island tomorrow and see if anything is going on down there, wish us luck, Jeff and the Indy crew",69.0,71.61,77.0,0.0,10.0,13.0,29.92
2015-08-01,Westcoast Marketing Returns,"Team Independence would like to thank everyone who made the trip this year, along with Rick Ozaki who styles everyone out with the best fishing gear giveaways. Thanks again to all. We got the boat turned around on another 7 day extravaganza, the 9th Tahoe Tuna Club trip. With a decent supply of sardines we are off and running for points south. With some luck from the weather gods we hope to put it together somewhere down here in the next few days, wish us luck, Jeff and the Indy crew",70.0,72.1,77.0,0.0,10.0,10.0,29.97
2015-07-31,On our way home.,We had a good 2 days fishing offshore catching school sized tuna with more good grade yellowtail and a few mahi. We are on our way up the line and will be at the dock at 5:30 am. What a fun trip with a great group of guys. Thanks to Rick Ozaki for all his wonderful giveaways. Look forward to seeing you all next year.,70.0,73.28,79.0,0.0,10.0,14.0,30.02
2015-07-29,Good Fishing,Great day of fishing for is today. Everyone had their fill on nice Yellowtail along with a nice bonus of White seabass. We are traveling up and fishing offshore tomorrow. Wish us luck. Matt and Indy crew.,69.0,72.36,77.0,0.0,10.0,9.0,29.96
2015-07-26,Good First Day-West Coast Marketing,Checking in here. Had a great first day of fishing. We got a chance to get everyone warmed up on an afternoon Yellowtail bite! There was good action for all with fish biting the bait as well as good fishing on the yo yo and surface irons. We are headed south in hopes of more fish tomorrow. Allen Smith would like to wish a happy birthday to his beautiful wife Shelly. Happy birthday from all the Indy crew!,68.0,72.3,78.0,0.0,10.0,12.0,29.96
2015-07-25,Paddy Hoppers Returns,"Well, we managed to put together another quality trip with the Paddy Hoppers again this year. It wasn't easy, but persistence paid off. Jackpot winners are as follows: first place Fernando Perez 56.2 LB Yellowfin Tuna; second place Stephen Kunin 38.6 LB Bluefin Tuna; third place Mike Takaki 37.4 Yellowfin Tuna. Honorable mention Loraine Wiencek 71 lb Bluefin Tuna. Much thanks to all the sponsors; Okuma Reels, Calstar Rods, Casta Designs, Bloody Decks, Aftco , Seeker Rods, Sav=On Tackle,Youngs Tackle,and Five Star. Also a huge thanks to everyone who made the trip, and to Sherman Lim who puts it all together. Jeff and the Indy crew",69.0,73.93,81.0,0.0,10.0,12.0,30.02
2015-07-22,nice quality today,"Hello again everyone, we spent yesterday fishing kelps for more good grade yellows and a few dorado. Today we spent the day drifting up beautiful grade mixed tuna, 25 to 50 lbs  when the dust settled we tallied up 82 fish, most coming from the morning hit. We looked at literally tons and and tons of fish today, hopefully we can connect again tomorrow. Gorgeous weather out here. Sea ya later, Jeff and the Indy crew",72.0,74.41,79.0,0.0,10.0,10.0,29.91
2015-07-20,Sparse CatchingToday,"Covered lots of water today for some Yellows and good grade tuna. I would call it a tough day all around though. We are changing areas, wish us luck",70.0,72.65,76.0,0.66,10.0,10.0,30.03
2015-07-20,PASSPORTS,In going through our upcoming trips we have found several passengers whose passports will expire prior to their trips departure. Please check to make sure this is not your case. Also many of you have gotten new passports and not notified us. When we order out the Visas' for your trip the passport info must match exactly as submitted to Mexican Immigration. We are not allowed to let anyone board our boat unless you have a valid passport in your possession  when required. Thank you.,70.0,72.65,76.0,0.66,10.0,10.0,30.03
2015-07-19,Off to a great start,"Hello everyone. We were in the offshore mode today looking for kelps again and we found a couple that were wedged with 25 to 30 lb Yellows .  Limit style fishing was what went on here. The tuna were on the small side, released, so the Yellowtail were the main course today. We are going to keep looking offshore for some Yellowfin tomorrow, wish us luck. Not too many pics today, as it was too busy again. The weather is great, sea ya all tomorrow, Jeff and the Indy crew",73.0,77.22,86.0,1.03,10.0,9.0,30.03
2015-07-18,Queen of Hearts returns,"A huge thanks to Bob and Sherry Ingles and everyone who made the trip a lot of fun this year. Jackpots were 1 st place Owen Wilkerson 29.8 Yellowtail, second Eric Traut 34.8 Yellowtail and Richard Alwine with a 39.8 Halibut. Great times out here , and see you all next year. We got turned around, and a good load of bait from E B bait; we are off and running on the 12 th annual Baja Paddy Hoppers. Sherman Lim is our host with lots of great fishing swag , shirts, and hats , mucho. Looking at the approaching storm we are going to slow down and fish the coast for Yellowtail tomorrow, and then head on down. It's hard to believe this is the 12 th year with this group. Wish us luck, Jeff and the Indy crew",64.0,70.71,82.0,0.0,10.0,15.0,29.99
2015-07-17,HEADED HOME,"We spent our last day offshore giving ourselves enough time to put something together, and saw lots of great looking kelps that were vacant. Only 1 kelp was holding and that made for a long day. Even the mammals were vacant, not much sign in the upper region. So here we go , bound for San Diego with a 5:30 am e t a .  The only thing to add is that water conditions look  Really good in a lot of different places, the table is set for a banner late summer , fall  season. Sea ya later, Jeff and the Indy crew",66.0,71.33,76.0,0.0,10.0,13.0,29.88
2015-07-16,ANOTHER FINE DAY. ,"Hello again from the independence. We were able to put together another great day on board here, as the yellowtail were cooperative and we obtained our daily limits again. We also had good action for a couple of hours catching schoolie yellowfin , and put 61 of those in the R S W  hatch as well. Great weather was on tap, and we all had a great time today. We are going to gain some altitude for now and hope to end the trip tomorrow on a high note. Sorry no pics today, it was just too busy. Sea ya later, Jeff and the Indy crew",66.0,70.12,76.0,0.0,10.0,10.0,29.95
2015-07-15,HERE IS WHAT WE KNOW.,"HERE IS WHAT WE KNOW.
Hey there everybody, here's the run down. We covered lots of water yesterday for a dozen tag-able tuna, so I would call it a slow day. Today on the other hand was excellent fishing for good grade yellowtail 20 to 30 lb fish, with a few bigger and a few smaller. Everything was working, 7xs for the long rod guys, 6x yo-yo, lots on sardines.  We had great weather to spend the day yanking and cranking. We easily caught our daily limits on these beauties, and even had a couple of 40 to 45 lb halibuts to round things out. All is well here, and we are going for a repeat tomorrow sea ya then, Jeff and the Indy crew",66.0,68.21,72.0,0.98,10.0,12.0,29.94
2015-07-12,GREAT AFTERNOON WRAP-UP,"Great offshore fishing for us today! Everyone was kept busy pulling on yellowfin, dorado and big yellowtail. Great way to wrap up the trip. We will be in at 5:30 am tomorrow morning. Thanks.  Matt and the Indy crew",66.0,69.83,75.0,0.0,10.0,13.0,30.01
2015-07-12,ETA,The independence will dock at Point Loma Sportfishing 5:30 am Monday morning. For those of you going on Mondays 5 day trip be sure to bring your PASSPORTS.,66.0,69.83,75.0,0.0,10.0,13.0,30.01
2015-07-12,Good Fishing,Hello from the independence we started our 3 day trip out looking for tuna and found a lot of not so hungry fish.  We picked up and worked south for kelps and have had good fishing this morning on good grade Yellowtail and a couple handfuls of Mahi. There is also great sign of Yellowfin Tuna. Lots of smiles to go around. Wish us luck. Matt and the Indy crew,66.0,69.83,75.0,0.0,10.0,13.0,30.01
2015-07-10,Izorline/Turners Returns,"A huge thanks to Wendy Tochihara and Lori Byron for all the really great tackle for everyone on board , they really put it to good use. Jack pot winners were first place 53 lb Yellowfin Tuna Stephanie Yonai, second place 50 lb Yellowfin Steve Uthoff third place 43 lb Yellowfin Angelo Badalamenti It was a pleasure fishing with everyone this year and a huge thanks to all who made it happen. Sea ya all next year , the Indy crew",66.0,70.04,76.0,0.0,10.0,13.0,29.94
2015-07-09,Beautiful Finish,"Good evening from the Independence. We fished offshore for our last day and had a really great day catching 18 to 50 lb Yellowfin Tuna, and a few 40 lb Bluefin Tuna. First thing in the morning we got a school that wanted to go for it, and the rest of the day was good scratching on these beauties. Perfect ending by any standards. Grease calm on the weather. We will be back to San Diego at approx 5:30 am . Sea ya then, Jeff and the Indy crew",66.0,68.88,73.0,0.0,10.0,14.0,29.93
2015-07-09,ETA,The Independence will dock at Point Loma Sportfishing 5:30 Friday morning. For those of you leaving on Fridays 3 day trip please be sure to bring your PASSPORTS.,66.0,68.88,73.0,0.0,10.0,14.0,29.93
2015-07-08,Bumpy Ride,"Last night was an E ticket ride for the most part, as the sea conditions changed for the worst. By noon today things looked to be more favorable for kelping. We tried lots of kelps for a dozen Yellas and so on. We are in position for a day of offshore fishing for tomorrow, so wish us luck, Jeff and the Indy crew",66.0,68.5,72.0,0.0,10.0,12.0,29.9
2015-07-07,Fun Fishing Today,"After a slow day yesterday , today was just what we needed. Biting Yellowtail 18 to 25 lb for the most part, and even some Yellowfin Tuna made it on board. Really good action in the later part of the day on the Yellas, and better early for the tuna. With everyone fat and happy, they will sleep well after Michele's giant pork chops. Good weather today as well. Sea ya all later, Jeff and the Indy crew",65.0,68.71,72.0,0.0,10.0,12.0,29.99
2015-07-06,Lots of Legwork,"Today we all got together ( 5 ) of us Long Range Boats, set out to reestablish our Yellowfin Tuna zone. Things had changed down there as they usually do, and not for lack of trying, but it was very slow for everyone today. They will be found again, I can assure you. In the meantime we are going Yellowtail fishing for the next few days, as the wind is going to kick up a bit. Wish us luck, Jeff and the Indy crew",66.0,67.88,70.0,0.0,10.0,10.0,30.04
2015-07-05,Turners/Izorline 5 day,"Good evening from the Indy. We got an early departure today and took advantage of the great yellowtail fishing down the beach. We saw great sign of fish, but I think we were just a bit late for the party. We did have a few drifts where it was regulation instant bites every cast. We are going to try the offshore grounds tomorrow, wish us luck, Jeff and the Indy crew",66.0,68.36,72.0,0.0,10.0,10.0,30.01
2015-07-05,Turners/Izorline 5 day,"Good evening from the Indy. We got an early departure today and took advantage of the great Yellowtail fishing down the beach. We saw great sign of fish, but I think we were just a bit late for the party. We did have a few drifts where it was regulation instant bites every cast. We are going to try the offshore grounds tomorrow, wish us luck, Jeff and the Indy crew",66.0,68.36,72.0,0.0,10.0,10.0,30.01
2015-07-04,ETA,The Independence will dock at 05:30 Sunday morning.,67.0,69.17,73.0,0.0,10.0,13.0,29.94
2015-07-02,Great Ending. ,"Today being our last day of fishing we spent it out in the tuna grounds and had a nice morning catching 15 to 20 lb yellowfin. First a couple of short stops for a dozen a piece, and then the ripper to finalize everything. Things look good out here for now, and conditions are rite for another banner season. We will be returning 7/3 at 7:30 am tomorrow, sea ya then, Jeff and the Indy crew",69.0,72.55,77.0,0.0,10.0,12.0,30.0
2015-07-01,Mixed bag. ,"Today wasn't the best catching day, but it was another fun filled fishing day. We looked at a yellowtail area in the morning and found lots of yellows, but catching them was tough. We did get a little sample of them to bite and then it was time to get back offshore for the afternoon yellowfin bite. We scratched all afternoon at the yellowfin, and called it a day. More offshore action is on the menu for tomorrow. Sea ya then, Jeff and the Indy crew",0.0,71.09,81.0,0.0,10.0,9.0,29.94
2015-06-30,FANTASTIC START TODAY. ,"Good evening everyone from the independence. Today was just what we were looking for to get the ball rolling for the offshore season down below. We along with two of our other great code boats got things mapped out and everyone had a great day fishing for 12 to 22 lb yellowfin tuna. It was fun in the sun biting fish and all 31 anglers got their daily limit. We are going to try for yellowtail tomorrow, and hope they are abundant and biting as well. Sorry we don't have any pictures, as it was just a bit too busy, thanks for checking in, Jeff and the Indy crew",66.0,72.06,79.0,0.0,10.0,16.0,29.93
2015-06-29,Seeker 8 Day Returns,"Here's the jack pot winners , first place Eric Diance  71 lb Yellowfin Tuna, second place Gillis de Momtigny 66.5 lb Yellowfin Tuna, third place Jim Nelson 65 lb Yellowfin Tuna. Many thanks to everyone, and great job by all who participated , see you all next year. We departed on a 4 day trip today with high hopes of getting some offshore action going down below. Wish us luck, Jeff and the Indy crew",69.0,71.38,77.0,0.0,10.0,8.0,29.91
2015-06-28,ETA,"Hello from the Indy , we've had an extraordinary productive trip , everyone is ready to go home, and we will be docking at 5:30 am tomorrow, sea ya then, Jeff and the Indy crew",69.0,72.08,77.0,0.0,10.0,14.0,29.92
2015-06-27,Good Living,"After our early evening ripper on yellows last nite we scouted around and got the anchor down for the evening. After a wonderful pork chop dinner by Michele the jumbo yellowtail found us and the guys put together a very nice score on 30 to 40 lb beauties till dawn. Today we covered lots of  water while catching big calicos and more yellas, and we have one more stop for tomorrow before calling it a trip. The spring fishing this year 2015 has been just outstanding, really one of the best I can remember. Thanks for checking in, Jeff and the Indy crew",66.0,70.47,75.0,0.0,10.0,10.0,30.0
2015-06-26,Another Golden Day,"Wow, today was really a win, win day for us on the Indy. The morning brought really fun fishing for premiums, 25 to 40 lb yellas, and the afternoon was very productive, as we were topping off our tanks with beautiful greenies, and the yellows got on us for a full speed sundowner on nice grade yella. We are going to sit here tonite and see what happens. Everyone is tired, and ready for the showers. Sea ya all later, Jeff and the Indy crew",66.0,70.27,75.0,0.0,10.0,13.0,29.97
2015-06-25,WOOD,"Greetings from the independence, here is what we know. I didn't think it could get any better down here, but I was wrong. Today the gang on board here put the wood to these yellowfin tuna down here. Again like yesterday it was one stop shopping, limit style fishing for all 31 guys on board here. Absolutely the best fishing in quite a while going on rite now.  35 to 70 lb fish on a terror , rampage bite, full tilt. As always nothing lasts forever, but for the time being things look very favorable for the future trips. We are going to gain some altitude and get into position to hunt down some yellowtail for the next few days. We posted a few more pics on F B from today's carnage, sea ya all later, Jeff and the Indy crew",66.0,70.34,75.0,0.0,10.0,10.0,29.96
2015-06-24,WOW. STARTING  OFF RITE,"Good evening to everyone from the Indy. We arrived at our starting location yesterday and things are going extremely well for us. We've caught nice grade yellowtail, schoolie size yellowfin tuna, and today by far was the best fishing I've experienced in a while, limit style fishing on 35 to 70 lb yellowfin, just awesome , beautiful fish , biting , biting fish. Everyone on board is blown away so far, super fun fishing. The weather is just perfect as well.  We are all going to sleep well tonight , after Michele's famous rack o lamb. We put up a few pics from today's action on our FB page, real beauties, thanks for checking in, Jeff and the Indy crew",67.0,69.81,74.0,0.0,10.0,10.0,29.92
2015-06-22,Seeker 8 Day Departs,"We departed yesterday on our annual Seeker 8 day with Brian Porter as charter-master.We stopped by the bait receivers and topped off with a great load of sardines and are now headed down to the grounds , Brian Porter had all the swag and Seeker rods for everyone to enjoy. The weather looks to be favorable , a plus for sure. Wish us luck, Jeff and the Indy crew",64.0,69.31,76.0,0.0,10.0,10.0,29.95
2015-06-21,Port Equipment Returns,"We want to extend a huge thanks to Tim Kyelberg and everyone who made the trip this year a huge success. Jack pot went as follows; first place Don Haddock , 52 lb White Sea Bass, second place Dan Kyelberg with a 36 lb Yellowtail third place Gabe Armenta with a 100 lb Grouper. Congratulations to all and hope to see everyone back on board next year.",66.0,68.75,74.0,0.0,10.0,12.0,29.96
2015-06-20,Bass n  halibuts.  & ETA,"With the beautiful weather while traveling up the line we great action on bull bass and halibuts. It was a great way to break up the ride and add some great table fare to our fabulous catch. We will be back to San Diego at approx 5:30 am tomorrow, sea ya then, Jeff and the Indy crew",65.0,68.0,72.0,0.0,10.0,10.0,29.86
2015-06-18,Altitude. ,".
Today we caught a few and travelled most of the day. We are going to try along the beach up the way for tomorrow. We have a little bit of wind to contend with, sea ya then, Indy crew",63.0,67.77,74.0,0.0,10.0,10.0,29.94
2015-06-17,Somthing for the effort. ,"We looked at some different water today and hoped to run into those beauties from a few weeks ago, but no sign of them. On the other hand, we had good action on 18 to 28 lb tuna, and made a day of it. Good weather for the most part, and we are going to start somewhere different tomorrow. We have a few yellowtail planned for the morning, and then upward. Thanks for checking in, Jeff and the Indy crew",63.0,66.88,72.0,0.0,10.0,9.0,29.93
2015-06-16,Time to move on. ,"Again today fishing was off the hook good , for  yellowfin tuna and yellowtail. Beautiful grade 18 to 30 lb fish , both biting simultaneously , simply doesn't get any better. Having some time to go and look at somewhere no one has been for a while, we are going looking, we are either going to be a hero or a zero. Great weather will certainly help the effort. Please wish us luck, Jeff and the Indy crew",64.0,65.75,70.0,0.0,10.0,9.0,29.92
2015-06-15,Great start. ,"Really good fishing today for tuna and yellowtail. Everything was 15 to 30 lbs, and on the chew. We are going to try this again tomorrow , good living. Sea ya then, Jeff and the Indy crew",64.0,67.3,72.0,0.0,10.0,9.0,29.87
2015-06-15,CHECKING IN. ,"Good day to all from the independence, we departed Saturday on the annual Tim Kyelberg 8 day extravaganza with a beautiful supply of sardines from everingham bait co, and lots of our regular , longtime fishing buddies. Along with the usual tackle rigging and R & R there were some really great tackle items received by everyone during the ride down. The latest seeker rods, really nice I might add, beautiful avet reels, and a generous supply of salas jigs that will see  lots of action in about 3 hours from this writing. Great weather is on tap for the next few days, so wish us luck, and thanks for checking in, Jeff and the Indy crew",64.0,67.3,72.0,0.0,10.0,9.0,29.87
2015-06-15,CHECKING IN. ,"Good day to all from the independence, we departed Saturday on the annual Tim Kyelberg 8 day extravaganza with a beautiful supply of sardines from everingham bait co, and lots of our regular , longtime fishing buddies. Along with the usual tackle rigging and R & R there were some really great tackle items received by everyone during the ride down. The latest seeker rods, really nice I might add, beautiful avet reels, and a generous supply of salas jigs that will see  lots of action in about 3 hours from this writing. Great weather is on tap for the next few days, so wish us luck, and thanks for checking in, Jeff and the Indy crew",64.0,67.3,72.0,0.0,10.0,9.0,29.87
2015-06-12,ETA ,The Independence will dock at Point Loma Sportfishing at 5:30 am Saturday morning. For those of you departing on Saturdays trip Judy will start sign-in approx 7:00 am. Don't forget your PASSPORTS.,64.0,65.5,68.0,0.0,10.0,9.0,29.86
2015-06-12,Great Catch Heading Home,"Hello again from the Indy, we have had very good fishing the last few days on both Yellowtail and Yellowfin Tuna. The Yellowtail being 15 to 30 pounds and most of the tuna in the 15 to 25 pound range. The Weather has been nice as well with the exception of one night were it got windy and rough. We are headed home with a nice catch and a happy group of folks. The conditions look more like fall then spring down here with a couple of Wahoo and Dorado caught also. If you want to get out with us this summer we have very few openings left, call Judy now to snatch one of only six opening we have from now until December. Mark and the Indy crew.",64.0,65.5,68.0,0.0,10.0,9.0,29.86
2015-06-09,Back out,"Hello everyone, we back out and heading down to where the good fishing took place on our last trip. We did have to keep an eye on hurricane Blanca the last couple of days as she steam rolled northwest along the Baja coast before going ashore just above Mag. Bay. We did get some nice rain showers on the way but the ocean has remained calm and our ride has been beautiful. Today we will start fishing and see if the fish are still in the mood. Check back tomorrow for a full run down, take care and wish us luck. The Indy crew.",66.0,69.16,79.0,0.0,10.0,13.0,29.88
2015-06-07,Beautiful Catch,"We arrived early Sunday to unload our beautiful catch .  Jack pot winners are first place Dick Shaffer with a 68 lb Yellowfin tuna, second place Cash McCormick with a 67 lb Yellowfin, and David Thomas with a monster 100 lb plus Grouper Honorable mention goes to Jim Mitchel with a beautiful 50 lb White Sea Bass. A huge thanks to everyone and Dick Shaffer who made the trip this year a HUGE success, sea you all next year. Jeff and the Indy crew",63.0,65.94,71.0,0.0,10.0,16.0,29.89
2015-06-06,Nice Finish,"Hello again from the Indy. Here is what we know, we made a stop for Calico's yesterday that turned into a full on bass attack, as they were really chewing, big fat bass. We tried a few Halibut drifts , and called it a day. Today we made some more drifts, and had good action on butts up to 25 lbs We called it a trip and are on our way up the line. Our E T A looks to be around 5:30 am tomorrow. This has been a very fun filled trip, excellent fishing and a great group to spend time with catching fish. The hot lures this trip were Salas 7 x and the 6 x heavy yo yo for the jiggers. Thanks for checking in, Jeff and the Indy crew",62.0,65.52,71.0,0.0,10.0,14.0,29.91
2015-06-04,ANOTHER GREAT DAY !!!,"Hello again from the Independence. We were fortunate again to have good weather and excellent fishing for yellowfin tuna. Most fish were of the 18 to 30 lb class, and we again obtained our daily limits on these beauties. We saw a few of the bigguns like we caught yesterday, but no go on them. We are currently gaining altitude and have a pretty decent ride, so wish us luck on tomorrow's hot spot. Sea ya then Jeff and the Indy crew",61.0,63.55,67.0,0.0,10.0,12.0,29.91
2015-06-03,THIS IS GOOD LIVING. ,"Today was one of those days every so often when you lick your chops as you slide into spot after spot of fish. On tap for today was beautiful grade yellowfin tuna, 25 to 55 lb fish biting well at times,  everyone's got one on type stuff. When the dust settled we had daily limits for our 31 passengers, just a really good day all around. The weather is good for the most part, a bit breezy in the afternoon. Everyone will rest easy tonite, after Michele's swordfish dinner. We are going to try this again tomorrow, please wish us luck, Jeff and the Indy crew",62.0,64.31,67.0,0.0,10.0,12.0,29.96
2015-06-02,Getting it Done,"Good evening from the Independence. We covered lots of water yesterday with some success on 15 lb . Yellowtail , and then today it was game on for 18 to 30 lb Yellas. Limit style fishing was on tap , and every method , jigs bait you name it worked well. Lots of yanking and cranking in the hot sun, and a few small Yellowfin Tuna in the afternoon made for a memorable day. We are off to another area for tomorrow to try for Tuna, so please wish us luck, Jeff and the Indy crew",62.0,65.07,70.0,0.0,10.0,12.0,30.0
2015-05-31,Yellows And Blues,"Good evening from the Independence. Currently we are on day 2 of our annual Dick Shaffer 8 day fishing adventure. We tried our hand at the local BFT yesterday and captured 16 of them before dark, and today we had a good sample of Yellowtail fishing this afternoon to break up the ride down the beach. There were lots of giveaways and raffle items in between drifts as well. We are headed down at the moment, with great weather off our bow, and will report again as soon as we have something to report. Wish us luck, Jeff and the Indy crew",62.0,64.84,70.0,0.0,10.0,10.0,29.96
